1_FL1 Log,1_FL2 Log,1_FL3 Log,1_FL4 Log,1_FL5 Log,2_FL1 Log,2_FL2 Log,2_FL3 Log,2_FL4 Log,2_FL5 Log,3_FL1 Log,3_FL2 Log,3_FL3 Log,3_FL4 Log,3_FL5 Log,4_FL1 Log,4_FL2 Log,4_FL3 Log,4_FL4 Log,4_FL5 Log,5_FL1 Log,5_FL2 Log,5_FL3 Log,5_FL4 Log,5_FL5 Log,6_FL1 Log,6_FL2 Log,6_FL3 Log,6_FL4 Log,6_FL5 Log,7_FL1 Log,7_FL2 Log,7_FL3 Log,7_FL4 Log,7_FL5 Log,8_FL1 Log,8_FL2 Log,8_FL3 Log,8_FL4 Log,8_FL5 Log,1_Size,2_Size,3_Size,4_Size,5_Size,6_Size,7_Size,8_Size,Label
0.219579933,0.200885862,0.67699,0.192668551,0.169655376,0.327306528,0.419688039,0.67397928,0.19027702,0.208617609,0.366214829,0.234029934,0.677277873,0.318417315,0.295408178,0.499367073,0.459162002,0.671762841,0.580989911,0.169927283,0.308281969,0.47016472,0.674851494,0.288627462,0.342880893,0.311088001,0.230181765,0.671440125,0.18716894,0.387275741,0.341026272,0.22784091,0.676565591,0.330512686,0.312138818,0.238091663,0.229897219,0.250954935,0.170649895,0.165434314,0.4897882,0.474610412,0.48034272,0.518459898,0.536453913,0.562145988,0.49389109,0.567666951,normal
0.219888736,0.189899342,0.514966023,0.188710324,0.152525906,0.325913995,0.313142614,0.601938946,0.18345881,0.182866822,0.432175019,0.295739965,0.612267553,0.260944715,0.307923997,0.362528189,0.357878349,0.614146058,0.429962638,0.19479654,0.291687073,0.388661471,0.605752922,0.276765266,0.180762784,0.242142219,0.197940311,0.610684384,0.196986328,0.27202606,0.371479997,0.194557058,0.609795615,0.384765968,0.206531741,0.252156016,0.222116269,0.221032,0.193002347,0.15524046,0.249946168,0.358813481,0.419118352,0.373502196,0.407043286,0.37017405,0.41357278,0.608448772,normal
0.245398564,0.263202926,0.562006425,0.190141347,0.164903022,0.358895028,0.402763433,0.558069185,0.190020328,0.195022795,0.351687841,0.277972134,0.560376108,0.197625604,0.186494156,0.575055114,0.436293099,0.555584929,0.505127156,0.161418852,0.340571188,0.412093134,0.558287057,0.278802437,0.388867298,0.267301432,0.275114646,0.554125824,0.194168601,0.352302236,0.271674576,0.281318134,0.55664033,0.213350341,0.249700657,0.255257492,0.258205,0.231079871,0.184113967,0.169868192,0.79480458,0.75730253,0.785472409,0.787812299,0.820825567,0.800903939,0.818925469,0.805497535,normal
0.261768411,0.268438023,0.616794355,0.189381319,0.170642968,0.416392751,0.485267923,0.613081789,0.188641675,0.220213456,0.402263303,0.334812744,0.618285783,0.189894048,0.219559188,0.391498556,0.393160656,0.609862251,0.191626853,0.173737017,0.348612134,0.526488244,0.599750487,0.383825856,0.463299785,0.541061211,0.380742504,0.60782897,0.276726376,0.537852713,0.277330474,0.269517208,0.608396897,0.198776291,0.166208119,0.269959645,0.25282231,0.225798092,0.186986217,0.172422997,0.469609389,0.424710117,0.474844444,0.461656931,0.48063846,0.504225699,0.494885362,0.52605292,aml
0.283902349,0.268698137,0.516246571,0.197462237,0.159947033,0.379356863,0.407948473,0.515955137,0.199498012,0.188449591,0.388065931,0.287963076,0.515203176,0.212829635,0.183581573,0.518591396,0.440484881,0.516247876,0.434164308,0.158749631,0.362471198,0.388305122,0.519567273,0.334200828,0.3239721,0.310575656,0.283528367,0.518373386,0.200665784,0.325043754,0.315205908,0.279571685,0.517856426,0.243706312,0.220192959,0.287617296,0.265331702,0.23195514,0.203449769,0.162063956,0.734781989,0.710893367,0.741638386,0.74316934,0.785811601,0.767612386,0.779678934,0.769838321,normal
0.275492758,0.248084769,0.554161992,0.20738115,0.175473277,0.349533591,0.366566561,0.558085864,0.200478927,0.204467603,0.344635377,0.265507148,0.562938417,0.208552428,0.190158468,0.531040761,0.491834655,0.552351735,0.45969973,0.17197832,0.315891808,0.444697749,0.554146307,0.24589471,0.359305911,0.298036259,0.258279186,0.549720496,0.197498216,0.301990778,0.291377988,0.263930887,0.54182665,0.224328273,0.240287075,0.274105221,0.249582207,0.251850889,0.180129158,0.164972391,0.651036563,0.64450212,0.674570962,0.672182706,0.690961614,0.683376593,0.682713236,0.71758834,normal
0.300879187,0.241984885,0.550905408,0.200379753,0.148821933,0.389450982,0.401646546,0.549748568,0.189233091,0.157148732,0.35188823,0.25586132,0.555444251,0.213703822,0.168281496,0.582326978,0.475736771,0.551529566,0.624368332,0.164927582,0.33848425,0.455078542,0.542153311,0.285158173,0.326448632,0.322972097,0.236240775,0.549633426,0.197684756,0.292635316,0.306657417,0.243328465,0.551531359,0.216131553,0.254752465,0.296092856,0.262227603,0.225354154,0.187058351,0.148570039,0.604568732,0.592309094,0.61680364,0.580426827,0.6234693,0.648236288,0.654098652,0.664285805,normal
0.304611123,0.259796381,0.54370383,0.215307921,0.177001811,0.401775134,0.395335636,0.551116235,0.204591253,0.196215457,0.379396049,0.258477753,0.556732989,0.201238119,0.178238252,0.551208207,0.42595534,0.553359372,0.407202022,0.16486209,0.361829036,0.351782724,0.559758463,0.321314635,0.337141058,0.37381646,0.289021198,0.554611605,0.241159258,0.343283949,0.378794269,0.264592623,0.54906531,0.207427307,0.218325412,0.324723634,0.278316104,0.331664076,0.225053672,0.188621057,0.644003906,0.611485088,0.629496541,0.645356879,0.67197429,0.668720257,0.65837997,0.671175405,normal
0.297818839,0.254716275,0.544635064,0.181527102,0.173342162,0.377029111,0.377824275,0.549835723,0.190169739,0.196155117,0.392764743,0.298778219,0.551782125,0.222414675,0.229020349,0.48739142,0.381281642,0.550718137,0.412796404,0.167719256,0.330582893,0.398936056,0.548915955,0.238663732,0.34526617,0.327537058,0.259212469,0.546021245,0.182148372,0.259474284,0.370462301,0.272062954,0.548916561,0.255087983,0.254479039,0.301932434,0.268796893,0.252492232,0.178798669,0.167521787,0.629194902,0.601764233,0.623720966,0.583676013,0.64456795,0.640049706,0.66261547,0.683792527,normal
0.278360676,0.244814804,0.510809452,0.198037702,0.167390553,0.41195224,0.408342222,0.51124135,0.192507997,0.178526281,0.344458839,0.254954278,0.512313782,0.221679096,0.184422149,0.514585156,0.384261956,0.507890165,0.398842321,0.167253175,0.319024271,0.310855067,0.511697782,0.311860154,0.245219685,0.303894867,0.245968683,0.510306551,0.197875708,0.337889391,0.292877298,0.246543203,0.509015676,0.219602197,0.195347591,0.277573565,0.243707066,0.294685777,0.242642077,0.180239035,0.555608866,0.518351045,0.538798106,0.542814974,0.566951199,0.571426371,0.571196487,0.587355309,normal
0.285035863,0.251632604,0.547925138,0.220600254,0.157845199,0.386422727,0.396526126,0.545263387,0.201351095,0.178062292,0.369183575,0.257150994,0.54764203,0.222377572,0.16869721,0.577973012,0.464669825,0.550836955,0.556287957,0.159641066,0.358411255,0.434863653,0.547446771,0.33464215,0.339781308,0.291522931,0.254976932,0.550613844,0.217798264,0.264006626,0.302562815,0.256349398,0.545253626,0.241628241,0.255524333,0.286357215,0.255133104,0.227628499,0.205190366,0.154499395,0.837185693,0.806908254,0.853159022,0.836750382,0.893125421,0.885834862,0.904301945,0.892411715,normal
0.327622502,0.28635645,0.553814222,0.187795735,0.172782324,0.426231275,0.427965527,0.552893781,0.187112316,0.192065609,0.420739485,0.307863734,0.560419028,0.23524245,0.221064633,0.530063313,0.47077774,0.557266979,0.495247353,0.185571651,0.364055414,0.417023144,0.56022861,0.274191733,0.36112213,0.378895594,0.286693784,0.559819816,0.189151593,0.32257716,0.375324133,0.29378465,0.558496352,0.246481723,0.241675047,0.329446965,0.291516257,0.273981279,0.186891335,0.164230969,0.612664461,0.585934909,0.617857146,0.603387365,0.634201089,0.644628762,0.647975013,0.666099027,normal
0.209297943,0.194766846,0.452108664,0.168971121,0.156908691,0.25818496,0.269264479,0.444209313,0.16316325,0.160229715,0.608513623,0.172709848,0.440672897,0.172506891,0.194859343,0.205127534,0.288804572,0.444707383,0.161724493,0.155422034,0.209874947,0.257709861,0.441233237,0.16508302,0.243920554,0.194117785,0.396703648,0.442964131,0.38733768,0.577478316,0.246458385,0.195372325,0.436490151,0.181690646,0.152119456,0.213490175,0.189344129,0.196847259,0.160962256,0.152134477,0.616435871,0.533458459,0.562612475,0.587535347,0.589469481,0.629324418,0.642752233,0.709287797,aml
0.289624002,0.255083236,0.536425013,0.182926737,0.167568905,0.461880089,0.492063046,0.545415366,0.190779523,0.194148232,0.369550915,0.264956563,0.546496535,0.197946065,0.185631379,0.555839862,0.421491715,0.549091978,0.469207535,0.15814093,0.347729244,0.361678409,0.55159784,0.349906336,0.342663644,0.321454694,0.258005271,0.544073964,0.186451251,0.360968961,0.307309202,0.273210097,0.538920648,0.205115558,0.225082252,0.288982162,0.257914325,0.267656895,0.1976113,0.168749025,0.689110067,0.654490817,0.671857216,0.696283239,0.73329891,0.730914218,0.723800008,0.746234683,normal
0.206835268,0.192536793,0.547806469,0.165825192,0.173454847,0.307865125,0.296408547,0.546792103,0.168095307,0.187468937,0.321171366,0.258411963,0.543505239,0.25194836,0.300496644,0.242150946,0.334094852,0.542648014,0.258737891,0.237195456,0.219718628,0.310587909,0.547505233,0.200710928,0.288073997,0.338856791,0.28326031,0.538760325,0.28402839,0.267123198,0.314296941,0.195026003,0.539814756,0.282192742,0.182617383,0.208041157,0.207026471,0.218161725,0.163619546,0.156474513,0.188997353,0.16826421,0.191037485,0.18118952,0.19514452,0.188058475,0.194032421,0.232861911,aml
0.2761877,0.253147815,0.513975064,0.203065513,0.170913886,0.388478441,0.413438176,0.505867103,0.203016744,0.21408694,0.373434405,0.269672739,0.510188597,0.210760849,0.182398874,0.467231047,0.420946887,0.496578721,0.334617635,0.172159989,0.342404667,0.348565343,0.51020101,0.310773216,0.412319283,0.337799553,0.271997239,0.506078001,0.205252073,0.353355576,0.292760276,0.271180841,0.513745092,0.219859873,0.223230847,0.276513359,0.252094691,0.271978824,0.220598107,0.180739744,0.667441317,0.640472537,0.6647883,0.644860987,0.698748848,0.702110041,0.704280704,0.734716875,normal
0.274901842,0.244123305,0.579803625,0.224208794,0.160808128,0.420373676,0.442412582,0.573790012,0.198818826,0.177965399,0.395557664,0.287086202,0.583253739,0.246698537,0.212380159,0.486188687,0.387625364,0.582384581,0.357700993,0.171937183,0.353853465,0.383916845,0.582586287,0.36435611,0.360759107,0.341161273,0.262409018,0.579797226,0.224682444,0.333801799,0.343383608,0.247780088,0.580026504,0.312739128,0.210877042,0.284657375,0.253100467,0.232638965,0.217074316,0.162595686,0.324783527,0.283878282,0.302104432,0.302057918,0.345628102,0.334835599,0.314666999,0.335039742,normal
0.282065643,0.251539755,0.522385242,0.193571277,0.194960296,0.375094369,0.373586117,0.532362642,0.21745257,0.249941538,0.358122491,0.276550381,0.538055404,0.218217211,0.221260534,0.408344542,0.371747647,0.523748785,0.285080669,0.184819716,0.327785802,0.333743773,0.543506559,0.289067329,0.353691396,0.341871877,0.28607903,0.531798999,0.201815203,0.352333049,0.310603233,0.277955549,0.542650642,0.228692574,0.219722911,0.283717779,0.254492036,0.337499256,0.288843062,0.233043891,0.26810344,0.245597783,0.293521973,0.2482691,0.329897344,0.333076074,0.332008415,0.372980305,normal
0.318516514,0.288995923,0.557162682,0.194211468,0.18205687,0.436851114,0.463497636,0.558910218,0.17052386,0.223792295,0.393205425,0.318004541,0.561284189,0.197960055,0.210027146,0.490488936,0.405773442,0.54553153,0.322171504,0.190896524,0.341246094,0.383848031,0.553060603,0.282786706,0.363077282,0.363038893,0.300742426,0.557634337,0.193608122,0.304426181,0.350113756,0.300810718,0.558690987,0.233775089,0.230120092,0.321652048,0.285192976,0.286392058,0.206252553,0.180566105,0.631212459,0.624220864,0.66649689,0.594570723,0.65630142,0.680588104,0.669473519,0.723490307,normal
0.275101941,0.239886871,0.477275642,0.197947035,0.168626251,0.405150896,0.394579514,0.479772581,0.205371372,0.180708404,0.344726334,0.251643691,0.489293905,0.206928796,0.185789129,0.507606807,0.441970492,0.480865601,0.487657134,0.159258057,0.325379271,0.366963154,0.481128818,0.327932579,0.348341887,0.306707039,0.254014972,0.479507741,0.19910635,0.282723403,0.302518269,0.252431227,0.461803446,0.237537549,0.218662815,0.272946133,0.251188,0.228888094,0.192968621,0.160364464,0.75457146,0.722914641,0.753507089,0.729995904,0.756665715,0.770264878,0.762858579,0.770875199,normal
0.286972518,0.240894616,0.535787993,0.188369405,0.177851621,0.410040205,0.410534525,0.532183361,0.198563334,0.206258326,0.375825676,0.255116286,0.547711353,0.200674622,0.193047073,0.510538217,0.399459384,0.512794661,0.356562459,0.166352206,0.341347178,0.355173926,0.541655356,0.288873059,0.332222197,0.341127887,0.244621419,0.530768256,0.190038402,0.323764668,0.303583357,0.251411904,0.531390729,0.215038466,0.209700994,0.28553144,0.255579723,0.268181967,0.201303726,0.173939963,0.685257122,0.635869696,0.712392446,0.694336238,0.730991932,0.709966911,0.683936445,0.753059143,normal
0.28779651,0.237310895,0.579791641,0.170055458,0.164907473,0.407303637,0.448182591,0.585396543,0.163009344,0.245360783,0.418313425,0.256274529,0.586272821,0.170932793,0.163854269,0.419152285,0.336169986,0.580372561,0.16409756,0.205594397,0.38403449,0.326809029,0.578820729,0.391510245,0.50303529,0.296854309,0.318865874,0.585208871,0.164044089,0.44125081,0.285344792,0.234352865,0.593165523,0.17282543,0.159775961,0.284431603,0.249183377,0.241948668,0.170006182,0.158664034,0.503290529,0.477465456,0.510808197,0.51892013,0.542776982,0.544091477,0.529298685,0.585494838,aml
0.287519836,0.252345304,0.54600528,0.177770236,0.169543045,0.379022028,0.384601677,0.542140419,0.164798204,0.1958042,0.379091254,0.285654473,0.555529266,0.211677955,0.228244335,0.44660785,0.391605321,0.543226375,0.296854098,0.176786444,0.320030368,0.365913782,0.53881234,0.249963845,0.326833434,0.321846726,0.257887791,0.537356119,0.178063849,0.30267299,0.348795485,0.256023886,0.542244992,0.245916732,0.214783191,0.290411389,0.254355596,0.265431577,0.185274655,0.168236912,0.511315948,0.481737011,0.528796855,0.404248306,0.534200454,0.495177003,0.546015267,0.56832069,normal
0.293187873,0.262836352,0.570299692,0.196805992,0.167242935,0.401650475,0.433078231,0.567133015,0.17986342,0.220124532,0.401902771,0.274004728,0.572421091,0.198478116,0.183631284,0.525689565,0.419567265,0.563170154,0.385132311,0.175808233,0.369851256,0.387100127,0.568461985,0.30754566,0.34546091,0.325424232,0.269707658,0.569432694,0.193842078,0.329770493,0.310732657,0.276169021,0.570008431,0.21922705,0.258518119,0.294825296,0.260836048,0.258869919,0.182805845,0.163592748,0.775373936,0.753569946,0.793042109,0.730539191,0.823945131,0.817353047,0.824979648,0.844458138,normal
0.254648243,0.230212467,0.63091434,0.208049246,0.157452178,0.385647792,0.431553214,0.628361818,0.183867576,0.192828995,0.436988754,0.31353791,0.619185197,0.235503413,0.23880414,0.417203215,0.465051053,0.646193449,0.485292096,0.183908799,0.35295166,0.504097122,0.62779307,0.324549496,0.319658196,0.300715623,0.242821344,0.626689572,0.209896754,0.313505938,0.343985258,0.250102196,0.631583874,0.331116588,0.297942001,0.267852582,0.240616934,0.223950905,0.194220938,0.156271661,0.56372604,0.513131418,0.557141673,0.507690989,0.563897007,0.523367809,0.574841595,0.599375188,normal
0.250511057,0.244195564,0.508081329,0.181602479,0.168083363,0.375086861,0.451180979,0.512715347,0.182896999,0.2019578,0.376382352,0.268151571,0.514209318,0.195124663,0.191976739,0.520454838,0.443712881,0.508235951,0.378080297,0.165545514,0.337716279,0.350760838,0.514062384,0.330424706,0.37129806,0.303494766,0.257052695,0.516109886,0.186373585,0.346202586,0.276504241,0.24867915,0.510014072,0.214326438,0.20743965,0.254325962,0.250102582,0.243101193,0.190558457,0.16727872,0.624691761,0.616039394,0.632674987,0.622317851,0.65193506,0.65965817,0.661363818,0.690342837,normal
0.304755319,0.283822015,0.517182398,0.210849363,0.167210084,0.401476284,0.43298025,0.515928747,0.218796442,0.192419107,0.378617382,0.294848781,0.521719011,0.217622505,0.178707354,0.514873896,0.452198885,0.507801476,0.522682773,0.165882537,0.35760462,0.387982632,0.517888592,0.334109517,0.330574051,0.331452055,0.296184673,0.517719808,0.21225785,0.349366343,0.32123131,0.292969956,0.521918276,0.232381764,0.220739641,0.310097017,0.274121763,0.250797357,0.221250546,0.168222194,0.756225398,0.738479281,0.777653944,0.775532807,0.816246514,0.817176622,0.823430598,0.839731318,normal
0.315685256,0.278366128,0.508881893,0.214104761,0.162194041,0.382933378,0.376669649,0.512559953,0.204413562,0.177334006,0.36779206,0.292536424,0.520981104,0.213966509,0.175439016,0.566680798,0.430167366,0.514496264,0.484710371,0.160055549,0.345657023,0.351918488,0.51614395,0.296709131,0.341394512,0.329885706,0.283367249,0.513698039,0.212002084,0.332805941,0.328386129,0.281455045,0.512162388,0.230727899,0.205429341,0.319714705,0.283680444,0.239600479,0.208053712,0.162398424,0.764535578,0.747456074,0.757366943,0.746287846,0.778800375,0.765236341,0.763274522,0.809296926,normal
0.298985915,0.256345964,0.58885003,0.180017683,0.184020666,0.379000941,0.361337803,0.59318389,0.17642852,0.19804597,0.369404749,0.27729575,0.591748058,0.192354601,0.21336085,0.53536462,0.513478,0.599016453,0.564114082,0.185779328,0.348557345,0.471056994,0.593713132,0.261522504,0.312969552,0.317372375,0.264258931,0.594097178,0.178874138,0.316123166,0.328675464,0.256560321,0.597293311,0.218274801,0.33412888,0.300449272,0.267903593,0.261606169,0.191232491,0.172255062,0.745158748,0.70329137,0.736427808,0.676819491,0.767705773,0.778680081,0.777346918,0.782564611,normal
0.291281067,0.275882407,0.476874255,0.198955142,0.159618588,0.359710036,0.377479294,0.487033229,0.20468242,0.178478179,0.3590132,0.296605807,0.492410836,0.213012591,0.180610707,0.482624823,0.415689449,0.484913935,0.41305172,0.168558782,0.332930763,0.380670854,0.48693473,0.311916076,0.309970398,0.322687919,0.297997197,0.480982669,0.20281328,0.319804197,0.309934978,0.282874629,0.484194947,0.228486294,0.19664799,0.306770565,0.268702408,0.243049227,0.220932932,0.162651119,0.601275743,0.648113863,0.684166948,0.694875749,0.701299401,0.695495336,0.68191909,0.76946631,normal
0.253199684,0.230570997,0.516459632,0.209811808,0.162449912,0.392234727,0.412784265,0.524079829,0.220228813,0.206849865,0.385866976,0.248219497,0.542710972,0.229619773,0.181833611,0.521006157,0.426257736,0.513486361,0.430117659,0.162879916,0.326971386,0.311496788,0.492866346,0.352347375,0.254589516,0.317578812,0.252222684,0.535157547,0.220600587,0.349175255,0.276989546,0.255293158,0.533665241,0.241098374,0.210848444,0.258961804,0.237323378,0.229733862,0.207652144,0.163843242,0.658721967,0.675936453,0.742651821,0.671009976,0.624969505,0.786352511,0.771379356,0.730331197,normal
0.217726633,0.196205332,0.584215272,0.218664014,0.152821143,0.357151764,0.374648338,0.582775527,0.222859776,0.168627273,0.322952007,0.239262104,0.581538103,0.243483428,0.215663866,0.486946028,0.514730724,0.580532892,0.626208821,0.179184478,0.281588341,0.490476191,0.584122517,0.299024515,0.286216395,0.249237691,0.204838521,0.582556744,0.221928477,0.275380338,0.279265974,0.224501238,0.586838718,0.297971053,0.313356957,0.237567938,0.216539273,0.238644589,0.213437819,0.152892262,0.700024468,0.679239803,0.719807106,0.730080802,0.790248519,0.793382755,0.775581204,0.814025846,normal
0.296625373,0.255403351,0.634894119,0.185878753,0.167653547,0.361831743,0.355659783,0.633667208,0.189388086,0.191340525,0.421774214,0.328048885,0.632526151,0.237227134,0.26926186,0.455647546,0.470045256,0.639075869,0.530141143,0.183187677,0.316399106,0.452632335,0.63495083,0.217287325,0.272114839,0.312634658,0.258589614,0.630956256,0.186099329,0.316375996,0.401945827,0.27443956,0.634683472,0.29693076,0.317784942,0.309699234,0.274246319,0.26737438,0.190634368,0.167843498,0.631732122,0.634846213,0.649124063,0.604774591,0.682450701,0.679785627,0.707125125,0.696521306,normal
0.284500453,0.256639485,0.541030806,0.189664428,0.17447012,0.38856713,0.40691122,0.54287392,0.174684129,0.221564443,0.38850478,0.274996874,0.548520772,0.216266605,0.207815357,0.522661972,0.442600032,0.550234051,0.393095117,0.196411068,0.351603194,0.386188714,0.548423532,0.285166505,0.287280669,0.349609484,0.279567965,0.537345445,0.189230602,0.346211209,0.309200247,0.265154468,0.537050537,0.232429238,0.222087805,0.288378826,0.253026265,0.263777848,0.188002553,0.170555859,0.675510607,0.66978798,0.716532486,0.702045256,0.745690146,0.718924218,0.695650125,0.762807772,normal
0.289504267,0.259645587,0.527496932,0.203421509,0.175798947,0.399068251,0.405303327,0.526348819,0.197164141,0.212944918,0.355615651,0.27277247,0.533797396,0.209297907,0.188526134,0.498382465,0.413457585,0.52530667,0.366262104,0.174537125,0.329100402,0.364274192,0.53477415,0.280025352,0.39117057,0.342710612,0.278567644,0.529799903,0.206624386,0.365159667,0.300386571,0.278697252,0.527887135,0.216971644,0.216947079,0.291181284,0.259130194,0.282707781,0.221221897,0.188052304,0.584789114,0.547145064,0.581355883,0.573735057,0.624378361,0.615803995,0.613269602,0.657203115,normal
0.275426796,0.282376016,0.653125361,0.203838104,0.169614309,0.390322412,0.442888725,0.653904591,0.200648716,0.192807469,0.369564467,0.296484112,0.654902952,0.20274193,0.186560114,0.565437284,0.542158697,0.650820641,0.460461093,0.160033337,0.352561341,0.437428574,0.65594819,0.308481878,0.396234092,0.295875113,0.290383119,0.653919874,0.199003187,0.358913781,0.297394344,0.299322258,0.654557614,0.230898047,0.287202647,0.28836514,0.267949765,0.247811415,0.189059204,0.17166437,0.856453636,0.840347451,0.876076086,0.878850512,0.923584254,0.911487886,0.926753507,0.936369159,normal
0.23551365,0.212839487,0.546684332,0.183770107,0.175548221,0.351927959,0.409543502,0.559358745,0.181030293,0.182346851,0.272730214,0.22288074,0.545112049,0.188724175,0.182014807,0.576750363,0.514936142,0.548310099,0.523112592,0.164344335,0.275942355,0.423531005,0.558569834,0.256482143,0.32826881,0.242841452,0.25299722,0.556814444,0.183043652,0.254565542,0.245164965,0.239724452,0.556212115,0.199599406,0.279995825,0.235921177,0.229419271,0.244172307,0.181738197,0.169306843,0.636965619,0.633574802,0.654209108,0.663252514,0.712652575,0.69375628,0.674062094,0.70606769,normal
0.319005171,0.275546841,0.515882448,0.197846069,0.171446136,0.424926192,0.442123664,0.522994967,0.192598153,0.183376949,0.388654405,0.301069498,0.526593362,0.212941075,0.195637636,0.541104552,0.437437769,0.525621697,0.432258304,0.163439371,0.357444696,0.427457399,0.514544283,0.269259474,0.307577449,0.3613827,0.283656295,0.531074231,0.197684166,0.266043032,0.3558536,0.289014664,0.529240244,0.235490189,0.249692659,0.324463049,0.290010933,0.276300266,0.207681987,0.168007403,0.698282169,0.707380679,0.757004228,0.741412531,0.793503377,0.757585522,0.782256908,0.788714712,normal
0.240620424,0.221938841,0.49862132,0.17854866,0.170374808,0.327990329,0.379403535,0.501522563,0.172341405,0.200775897,0.348279774,0.248638487,0.505875153,0.182869623,0.183837106,0.487891308,0.445344395,0.490405276,0.318647123,0.167037949,0.314976757,0.38444472,0.514161162,0.272930901,0.365983937,0.309820222,0.252005505,0.509020283,0.187742756,0.35041345,0.258892684,0.225200393,0.515820956,0.205352104,0.202329085,0.23724402,0.2206216,0.244850108,0.185058743,0.169023701,0.446457765,0.422954086,0.462469452,0.435511988,0.484542619,0.473831511,0.47413428,0.500834859,normal
0.236207564,0.219300911,0.554032796,0.177326272,0.164416485,0.37604781,0.416993715,0.556882694,0.179333782,0.184199771,0.340929268,0.252896261,0.562955981,0.203000123,0.208528895,0.519539609,0.438434094,0.55538292,0.456059964,0.164226857,0.299316864,0.400526692,0.557050594,0.25596708,0.302150139,0.275516386,0.234741301,0.555291162,0.183447983,0.299663547,0.29496473,0.240935004,0.55774226,0.235506869,0.26729521,0.241223001,0.226887156,0.24340492,0.173330571,0.159014439,0.621029554,0.602273345,0.641795284,0.634117302,0.652633438,0.650976759,0.650107877,0.683132324,normal
0.270284827,0.243630517,0.556883484,0.202506993,0.156743431,0.423792072,0.475579249,0.54007573,0.191895382,0.18715107,0.387016716,0.264254214,0.558818442,0.250935333,0.200038598,0.549521553,0.459215176,0.556661927,0.481403669,0.158170302,0.361843105,0.417398887,0.555391386,0.381907009,0.335165235,0.309074952,0.24571355,0.550579988,0.206169583,0.29322893,0.322171963,0.25161006,0.555761508,0.26658817,0.235260388,0.279766813,0.261983438,0.233852584,0.196320253,0.157873666,0.848518461,0.843972473,0.890362098,0.886102667,0.943801785,0.936518383,0.917169955,0.950170803,normal
0.300774923,0.263136085,0.539344637,0.18548541,0.190964601,0.363616767,0.369310239,0.544627082,0.178743296,0.202483809,0.389048424,0.298596014,0.553335689,0.198264052,0.23045133,0.560217667,0.457451435,0.545414053,0.514960438,0.196114527,0.346035834,0.406185766,0.548666116,0.239868276,0.386484767,0.326601023,0.281422116,0.552856238,0.183149993,0.331884654,0.343901925,0.266379976,0.542124557,0.230945459,0.263317576,0.297303651,0.268370451,0.251907683,0.181966647,0.169638825,0.708977837,0.696856428,0.746263064,0.759792297,0.769645039,0.777394557,0.778760776,0.769201768,normal
0.245927729,0.22767471,0.52368871,0.177831537,0.163791004,0.290908828,0.299807586,0.514266448,0.17700576,0.187804256,0.357788708,0.292056886,0.513468775,0.244875523,0.26538223,0.315680762,0.463867969,0.504597412,0.203639333,0.192745731,0.249220293,0.294178511,0.525508854,0.17994982,0.235887982,0.40197848,0.333976728,0.518120444,0.257833413,0.39031491,0.365491228,0.231509757,0.521104114,0.304277999,0.173677387,0.254403108,0.227647401,0.236731809,0.1760234,0.163397949,0.46851518,0.442886117,0.482797565,0.476475718,0.479251385,0.497818266,0.504852465,0.523028533,aml
0.210943813,0.194480384,0.618019791,0.180044726,0.162551502,0.393349156,0.445919673,0.613350129,0.179097891,0.220903996,0.40464581,0.313284231,0.61450339,0.179065265,0.174550296,0.376669795,0.353878297,0.616018126,0.212166512,0.174113276,0.344400071,0.467176904,0.618130227,0.383541888,0.478475445,0.368871626,0.368365765,0.61079221,0.1752336,0.392275683,0.218637923,0.193907468,0.623994825,0.198905348,0.170672602,0.217398421,0.211020265,0.221340556,0.163297327,0.157131617,0.085679195,0.023174873,0.07939947,0.072451862,0.066878278,0.079663635,0.080428913,0.142900683,aml
0.306023653,0.268523217,0.585752353,0.180865527,0.170130635,0.421337024,0.415947169,0.581426815,0.186273492,0.196839501,0.402208552,0.31482496,0.581951169,0.198807049,0.215539393,0.523889994,0.412596081,0.589490792,0.37957343,0.160341653,0.344840664,0.368261743,0.589399293,0.302554542,0.353467061,0.346708344,0.2696015,0.585829813,0.182269883,0.295530781,0.366214509,0.278363237,0.588494822,0.252641088,0.210057446,0.305919778,0.274487999,0.270482642,0.18574834,0.160991985,0.479840209,0.448822952,0.47618739,0.467905031,0.482539435,0.508865033,0.484499639,0.511775694,normal
0.300442845,0.257205097,0.515855666,0.213527313,0.17701024,0.407550088,0.412767472,0.513321266,0.222386138,0.214338825,0.412936261,0.25919985,0.52604963,0.232343995,0.188501088,0.543850765,0.407361155,0.523338141,0.443402513,0.167996556,0.376318519,0.363192921,0.52423072,0.379838295,0.349520131,0.333617487,0.284903761,0.52316342,0.226229608,0.346695875,0.317194493,0.264113128,0.527560341,0.242442957,0.216932085,0.297932366,0.267638596,0.233419141,0.212020588,0.174974118,0.718132082,0.68687408,0.727825109,0.722678963,0.756217563,0.755537291,0.746734975,0.769802237,normal
